Time,Position,Force,Stim
0.0136,-6.00272,237.454,0
0.0137,-6.003687,237.2925,0
0.0138,-6.002397,238.4215,0
0.0139,-6.002397,237.61499999999998,0
0.014,-6.002397,237.9375,0
0.0141,-6.00272,237.2925,0
0.0142,-6.002075,237.131,0
0.0143,-6.00272,237.454,0
0.0144,-6.00401,237.61499999999998,0
0.0145,-6.00272,237.61499999999998,0
0.0146,-6.002397,237.9375,0
0.0147,-6.002397,237.2925,0
0.0148,-6.002075,237.131,0
0.0149,-6.002397,237.454,0
0.015,-6.002397,237.454,0
0.0151,-6.003365,237.9375,0
0.0152,-6.002397,237.9375,0
0.0153,-6.00272,238.09900000000002,0
0.0154,-6.00272,238.26,0
0.0155,-6.00272,236.8085,0
0.0156,-6.002075,237.9375,0
0.0157,-6.00272,237.7765,0
0.0158,-6.003365,237.9375,0
0.0159,-6.00272,237.9375,0
0.016,-6.002397,237.7765,0
0.0161,-6.00272,238.26,0
0.0162,-6.001752,237.454,0
0.0163,-6.002075,237.61499999999998,0
0.0164,-6.002075,237.9375,0
0.0165,-6.003042,238.744,0
0.0166,-6.00272,238.09900000000002,0
0.0167,-6.002075,238.26,0
0.0168,-6.001752,238.583,0
0.0169,-6.001107,237.454,0
0.017,-6.00272,237.7765,0
0.0171,-6.003042,237.9375,0
0.0172,-6.002397,237.9375,0
0.0173,-6.002075,237.9375,0
0.0174,-6.002397,238.09900000000002,0
0.0175,-6.002397,237.9375,0
0.0176,-6.00143,237.454,0
0.0177,-6.00143,238.4215,0
0.0178,-6.003042,238.09900000000002,0
0.0179,-6.003042,238.09900000000002,0
0.018,-6.002397,237.9375,0
0.0181,-6.002075,238.4215,0
0.0182,-6.00272,238.26,0
0.0183,-6.002397,237.61499999999998,0
0.0184,-6.003042,238.09900000000002,0
0.0185,-6.002075,237.9375,0
0.0186,-6.003365,237.9375,0
0.0187,-6.003042,238.09900000000002,0
0.0188,-6.00272,238.09900000000002,0
0.0189,-6.003042,238.583,0
0.019,-6.002075,237.9375,0
0.0191,-6.002075,238.09900000000002,0
0.0192,-6.003042,238.09900000000002,0
0.0193,-6.003365,238.09900000000002,0
0.0194,-6.002397,237.61499999999998,0
0.0195,-6.003042,238.26,0
0.0196,-6.00272,238.26,0
0.0197,-6.001752,237.7765,0
0.0198,-6.00272,238.26,0
0.0199,-6.001752,238.583,0
0.02,-6.003365,238.4215,0
0.0201,-6.003042,238.26,0
0.0202,-6.002075,238.26,0
0.0203,-6.002397,238.4215,0
0.0204,-6.00143,237.61499999999998,0
0.0205,-6.00272,237.9375,0
0.0206,-6.001107,238.4215,0
0.0207,-6.00272,238.09900000000002,0
0.0208,-6.00272,237.9375,0
0.0209,-6.002397,238.26,0
0.021,-6.002075,238.4215,0
0.0211,-6.000462,238.583,0
0.0212,-6.001752,238.26,0
0.0213,-6.002075,237.9375,0
0.0214,-6.003365,237.9375,0
0.0215,-6.003042,238.4215,0
0.0216,-6.002397,238.09900000000002,0
0.0217,-6.00272,238.4215,0
0.0218,-6.001752,237.61499999999998,0
0.0219,-6.002397,238.26,0
0.022,-6.003042,238.26,0
0.0221,-6.00272,237.7765,0
0.0222,-6.00272,238.26,0
0.0223,-6.002397,238.09900000000002,0
0.0224,-6.002397,238.26,0
0.0225,-6.00143,237.7765,0
0.0226,-6.002397,238.09900000000002,0
0.0227,-6.002397,238.09900000000002,0
0.0228,-6.003042,237.61499999999998,0
0.0229,-6.00272,238.26,0
0.023,-6.00272,238.26,0
0.0231,-6.00272,238.09900000000002,0
0.0232,-6.001752,237.9375,0
0.0233,-6.002397,237.9375,0
0.0234,-6.00272,238.09900000000002,0
0.0235,-6.003365,237.9375,0
0.0236,-6.003042,237.9375,0
0.0237,-6.00272,238.09900000000002,0
0.0238,-6.002075,238.4215,0
0.0239,-6.002075,237.9375,0
0.024,-6.001107,237.7765,0
0.0241,-6.002075,237.9375,0
0.0242,-6.002397,237.7765,0
0.0243,-6.003365,237.7765,0
0.0244,-6.002397,237.7765,0
0.0245,-6.002075,237.9375,0
0.0246,-6.00143,238.26,0
0.0247,-6.002397,237.7765,0
0.0248,-6.002075,237.7765,0
0.0249,-6.00272,237.9375,0
0.025,-6.003042,238.26,0
0.0251,-6.00272,238.09900000000002,0
0.0252,-6.002075,237.9375,0
0.0253,-6.00143,237.9375,0
0.0254,-6.002075,237.9375,0
0.0255,-6.002397,237.61499999999998,0
0.0256,-6.003042,237.2925,0
0.0257,-6.003365,237.9375,0
0.0258,-6.002397,238.26,0
0.0259,-6.00272,237.7765,0
0.026,-6.002075,237.9375,0
0.0261,-6.001752,237.61499999999998,0
0.0262,-6.003042,237.7765,0
0.0263,-6.00272,237.9375,0
0.0264,-6.00272,237.61499999999998,0
0.0265,-6.002397,237.9375,0
0.0266,-6.00272,237.61499999999998,0
0.0267,-6.001752,237.454,0
0.0268,-6.002075,237.7765,0
0.0269,-6.00143,237.454,0
0.027,-6.003042,237.454,0
0.0271,-6.003365,237.61499999999998,0
0.0272,-6.002397,238.26,0
0.0273,-6.002075,237.61499999999998,0
0.0274,-6.001752,238.09900000000002,0
0.0275,-6.002075,237.2925,0
0.0276,-6.002075,237.61499999999998,0
0.0277,-6.00272,237.61499999999998,0
0.0278,-6.003042,237.7765,0
0.0279,-6.00143,237.454,0
0.028,-6.002397,237.454,0
0.0281,-6.001752,238.4215,0
0.0282,-6.002397,237.61499999999998,0
0.0283,-6.001752,237.454,0
0.0284,-6.002397,238.09900000000002,0
0.0285,-6.003042,237.9375,0
0.0286,-6.002075,237.7765,0
0.0287,-6.003042,237.61499999999998,0
0.0288,-6.001752,237.9375,0
0.0289,-6.002075,236.97,0
0.029,-6.002397,237.454,0
0.0291,-6.002397,237.454,0
0.0292,-6.002397,237.61499999999998,0
0.0293,-6.002075,237.7765,0
0.0294,-6.002397,237.454,0
0.0295,-6.002075,237.9375,0
0.0296,-6.00272,237.61499999999998,0
0.0297,-6.00272,237.9375,0
0.0298,-6.00272,237.454,0
0.0299,-6.003042,237.7765,0
0.03,-6.00272,237.7765,0
0.0301,-6.002397,236.97,0
0.0302,-6.00143,238.09900000000002,0
0.0303,-6.002397,237.61499999999998,0
0.0304,-6.00272,237.454,0
0.0305,-6.002075,237.131,0
0.0306,-6.00272,237.7765,0
0.0307,-6.002397,237.9375,0
0.0308,-6.002397,237.61499999999998,0
0.0309,-6.002075,237.9375,0
0.031,-6.002075,237.7765,0
0.0311,-6.002397,237.7765,0
0.0312,-6.002397,237.61499999999998,0
0.0313,-6.00143,237.454,0
0.0314,-6.002075,237.9375,0
0.0315,-6.002397,237.61499999999998,0
0.0316,-6.001752,237.61499999999998,0
0.0317,-6.002397,236.97,0
0.0318,-6.002075,237.454,0
0.0319,-6.002397,237.9375,0
0.032,-6.00272,237.61499999999998,0
0.0321,-6.002075,237.131,0
0.0322,-6.00272,237.2925,0
0.0323,-6.002397,237.9375,0
0.0324,-6.001752,237.61499999999998,0
0.0325,-6.002075,237.2925,0
0.0326,-6.001752,237.7765,0
0.0327,-6.00272,237.454,0
0.0328,-6.00272,237.131,0
0.0329,-6.002397,237.454,0
0.033,-6.003365,238.26,0
0.0331,-6.002075,237.454,0
0.0332,-6.002075,236.97,0
0.0333,-6.002075,237.2925,0
0.0334,-6.003042,237.454,0
0.0335,-6.003687,237.2925,0
0.0336,-6.002075,237.2925,0
0.0337,-6.00272,238.09900000000002,0
0.0338,-6.001752,237.2925,0
0.0339,-6.002075,237.131,0
0.034,-6.00143,237.454,0
0.0341,-6.00272,237.131,0
0.0342,-6.003042,237.131,0
0.0343,-6.001752,237.131,0
0.0344,-6.002397,238.09900000000002,0
0.0345,-6.00143,237.454,0
0.0346,-6.002397,237.2925,0
0.0347,-6.002397,237.2925,0
0.0348,-6.002397,237.61499999999998,0
0.0349,-6.00272,237.131,0
0.035,-6.002397,236.97,0
0.0351,-6.002397,237.7765,0
0.0352,-6.001107,237.2925,0
0.0353,-6.002397,237.454,0
0.0354,-6.003042,237.131,0
0.0355,-6.00272,236.97,0
0.0356,-6.002075,237.131,0
0.0357,-6.002397,237.2925,0
0.0358,-6.00272,237.61499999999998,0
0.0359,-6.001752,237.2925,0
0.036,-6.002075,236.8085,0
0.0361,-6.002075,237.131,0
0.0362,-6.003042,236.8085,0
0.0363,-6.003042,237.2925,0
0.0364,-6.002075,237.131,0
0.0365,-6.00272,237.2925,0
0.0366,-6.001752,236.8085,0
0.0367,-6.002397,237.2925,0
0.0368,-6.00272,236.97,0
0.0369,-6.003365,237.2925,0
0.037,-6.002075,237.131,0
0.0371,-6.003042,237.2925,0
0.0372,-6.002397,237.454,0
0.0373,-6.002397,237.131,0
0.0374,-6.00272,236.8085,0
0.0375,-6.002075,237.131,0
0.0376,-6.002075,237.131,0
0.0377,-6.002397,236.97,0
0.0378,-6.001752,236.97,0
0.0379,-6.002075,237.131,0
0.038,-6.00272,236.97,0
0.0381,-6.002397,237.454,0
0.0382,-6.002075,237.131,0
0.0383,-6.003042,237.131,0
0.0384,-6.002075,237.2925,0
0.0385,-6.002397,236.97,0
0.0386,-6.00143,237.131,0
0.0387,-6.002075,236.8085,0
0.0388,-6.002397,237.2925,0
0.0389,-6.00272,236.32500000000002,0
0.039,-6.00272,236.8085,0
0.0391,-6.001752,236.8085,0
0.0392,-6.003042,237.131,0
0.0393,-6.003042,237.131,0
0.0394,-6.002397,236.8085,0
0.0395,-6.002075,236.6475,0
0.0396,-6.002397,236.8085,0
0.0397,-6.003042,236.97,0
0.0398,-6.002397,237.2925,0
0.0399,-6.002075,236.97,0
0.04,-6.002397,237.2925,0
0.0401,-6.002397,236.97,0
0.0402,-6.002397,236.97,0
0.0403,-6.004333,236.6475,0
0.0404,-6.003042,236.97,0
0.0405,-6.002397,237.61499999999998,0
0.0406,-6.00272,237.454,0
0.0407,-6.003042,237.2925,0
0.0408,-6.003365,237.131,0
0.0409,-6.00272,237.2925,0
0.041,-6.002397,237.131,0
0.0411,-6.003042,237.131,0
0.0412,-6.002075,237.2925,0
0.0413,-6.002075,237.7765,0
0.0414,-6.003042,236.97,0
0.0415,-6.002075,236.97,0
0.0416,-6.00272,237.2925,0
0.0417,-6.002397,237.131,0
0.0418,-6.00272,237.454,0
0.0419,-6.002397,237.61499999999998,0
0.042,-6.002397,237.454,0
0.0421,-6.00272,237.131,0
0.0422,-6.00272,237.454,0
0.0423,-6.00272,237.131,0
0.0424,-6.003042,237.2925,0
0.0425,-6.002075,237.2925,0
0.0426,-6.003042,237.61499999999998,0
0.0427,-6.002075,237.7765,0
0.0428,-6.003042,236.6475,0
0.0429,-6.001752,237.454,0
0.043,-6.002075,237.454,0
0.0431,-6.002397,237.131,0
0.0432,-6.003042,237.2925,0
0.0433,-6.002397,237.2925,0
0.0434,-6.002397,237.61499999999998,0
0.0435,-6.003365,236.6475,0
0.0436,-6.002397,237.2925,0
0.0437,-6.00272,237.61499999999998,0
0.0438,-6.002075,237.454,0
0.0439,-6.002075,237.454,0
0.044,-6.002075,237.2925,0
0.0441,-6.00272,237.131,0
0.0442,-6.00272,237.2925,0
0.0443,-6.002075,237.454,0
0.0444,-6.002075,237.61499999999998,0
0.0445,-6.003042,237.454,0
0.0446,-6.002397,237.131,0
0.0447,-6.00272,236.97,0
0.0448,-6.002075,237.61499999999998,0
0.0449,-6.003042,237.131,0
0.045,-6.002397,237.131,0
0.0451,-6.002397,237.7765,0
0.0452,-6.002397,237.61499999999998,0
0.0453,-6.002397,237.61499999999998,0
0.0454,-6.00272,237.61499999999998,0
0.0455,-6.002075,237.454,0
0.0456,-6.002397,237.61499999999998,0
0.0457,-6.001752,237.9375,0
0.0458,-6.00272,237.454,0
0.0459,-6.001107,237.7765,0
0.046,-6.002397,237.61499999999998,0
0.0461,-6.00272,237.9375,0
0.0462,-6.003042,237.61499999999998,0
0.0463,-6.00272,236.97,0
0.0464,-6.001752,237.61499999999998,0
0.0465,-6.002397,237.2925,0
0.0466,-6.003042,237.61499999999998,0
0.0467,-6.003042,237.9375,0
0.0468,-6.00272,237.7765,0
0.0469,-6.00272,237.2925,0
0.047,-6.003365,237.61499999999998,0
0.0471,-6.002397,237.9375,0
0.0472,-6.002397,237.61499999999998,0
0.0473,-6.002075,237.9375,0
0.0474,-6.002397,237.2925,0
0.0475,-6.00272,237.9375,0
0.0476,-6.00401,237.454,0
0.0477,-6.002075,237.9375,0
0.0478,-6.002397,237.61499999999998,0
0.0479,-6.003042,237.61499999999998,0
0.048,-6.00272,237.9375,0
0.0481,-6.00401,237.7765,0
0.0482,-6.00272,237.9375,0
0.0483,-6.002397,237.61499999999998,0
0.0484,-6.002075,237.2925,0
0.0485,-6.002397,237.9375,0
0.0486,-6.001752,237.9375,0
0.0487,-6.002075,237.7765,0
0.0488,-6.00272,237.61499999999998,0
0.0489,-6.00272,237.9375,0
0.049,-6.002397,238.09900000000002,0
0.0491,-6.001752,237.9375,0
0.0492,-6.002075,237.9375,0
0.0493,-6.001752,237.9375,0
0.0494,-6.002397,237.7765,0
0.0495,-6.002075,237.9375,0
0.0496,-6.00272,237.7765,0
0.0497,-6.00272,237.9375,0
0.0498,-6.000784,237.454,0
0.0499,-6.00143,238.26,0
0.05,-6.00272,237.9375,0
0.0501,-6.00272,237.9375,0
0.0502,-6.002397,238.09900000000002,0
0.0503,-6.002397,238.744,0
0.0504,-6.002075,238.26,0
0.0505,-6.002075,237.61499999999998,0
0.0506,-6.001752,238.09900000000002,0
0.0507,-6.002075,237.9375,0
0.0508,-6.00272,237.7765,0
0.0509,-6.00272,238.4215,0
0.051,-6.003042,238.09900000000002,0
0.0511,-6.002075,238.09900000000002,0
0.0512,-6.000784,237.7765,0
0.0513,-6.002075,237.9375,0
0.0514,-6.00272,238.09900000000002,0
0.0515,-6.003042,238.26,0
0.0516,-6.001752,238.09900000000002,0
0.0517,-6.00272,238.4215,0
0.0518,-6.002075,238.4215,0
0.0519,-6.002075,237.454,0
0.052,-6.002075,237.7765,0
0.0521,-6.00272,238.583,0
0.0522,-6.002397,238.4215,0
0.0523,-6.00272,237.9375,0
0.0524,-6.00272,238.4215,0
0.0525,-6.002075,238.744,0
0.0526,-6.002075,237.9375,0
0.0527,-6.00272,237.7765,0
0.0528,-6.002397,238.26,0
0.0529,-6.002397,238.744,0
0.053,-6.002075,238.583,0
0.0531,-6.00272,238.4215,0
0.0532,-6.000784,238.09900000000002,0
0.0533,-6.00143,238.26,0
0.0534,-6.002397,238.583,0
0.0535,-6.00272,238.09900000000002,0
0.0536,-6.00272,238.4215,0
0.0537,-6.002075,238.09900000000002,0
0.0538,-6.00272,238.744,0
0.053900000000000003,-6.00272,238.26,0
0.054,-6.001752,238.26,0
0.0541,-6.002075,238.4215,0
0.0542,-6.002397,238.26,0
0.0543,-6.002397,238.26,0
0.0544,-6.002397,238.4215,0
0.0545,-6.002397,238.9055,0
0.0546,-6.001752,238.744,0
0.0547,-6.00143,237.9375,0
0.0548,-6.002075,238.26,0
0.0549,-6.003365,238.26,0
0.055,-6.002075,238.4215,0
0.0551,-6.002397,238.4215,0
0.0552,-6.00272,238.583,0
0.0553,-6.002397,238.583,0
0.0554,-6.00272,237.9375,0
0.0555,-6.001752,238.583,0
0.0556,-6.002397,238.4215,0
0.0557,-6.00272,238.583,0
0.0558,-6.00272,238.26,0
0.0559,-6.001752,238.9055,0
0.056,-6.001752,238.744,0
0.0561,-6.001107,238.26,0
0.0562,-6.002397,239.0665,0
0.0563,-6.003042,238.26,0
0.0564,-6.002075,239.0665,0
0.0565,-6.002397,238.744,0
0.0566,-6.002075,238.583,0
0.0567,-6.001752,238.583,0
0.0568,-6.000784,238.744,0
0.0569,-6.002397,238.9055,0
0.057,-6.003365,238.583,0
0.0571,-6.000784,238.744,0
0.0572,-6.002397,238.583,0
0.0573,-6.00272,238.744,0
0.0574,-6.002397,238.583,0
0.0575,-6.001107,239.228,0
0.0576,-6.002397,239.228,0
0.0577,-6.002075,238.744,0
0.0578,-6.003042,238.583,0
0.0579,-6.00272,238.744,0
0.058,-6.002397,239.0665,0
0.0581,-6.002075,238.09900000000002,0
0.0582,-6.001752,238.9055,0
0.0583,-6.002397,238.583,0
0.0584,-6.003042,238.4215,0
0.0585,-6.002397,238.583,0
0.0586,-6.00272,238.744,0
0.0587,-6.00272,238.744,0
0.0588,-6.002397,238.583,0
0.0589,-6.00143,239.0665,0
0.059,-6.00272,239.0665,0
0.0591,-6.00272,238.9055,0
0.0592,-6.00272,238.9055,0
0.0593,-6.00272,238.583,0
0.0594,-6.002397,238.9055,0
0.0595,-6.002397,239.0665,0
0.0596,-6.001107,239.5505,0
0.0597,-6.002397,238.744,0
0.0598,-6.001752,239.0665,0
0.0599,-6.00272,238.583,0
0.06,-6.003042,238.744,0
0.0601,-6.001752,238.744,0
0.0602,-6.002397,238.9055,0
0.0603,-6.002075,240.1955,0
0.0604,-6.002397,238.583,0
0.0605,-5.999816,238.744,0
0.0606,-6.002397,238.583,0
0.0607,-6.002075,238.9055,0
0.0608,-6.00272,239.0665,0
0.0609,-6.002397,238.744,0
0.061,-6.00143,239.71200000000002,0
0.0611,-6.002397,239.228,0
0.0612,-6.00272,238.744,0
0.0613,-6.003365,238.583,0
0.0614,-6.00272,238.9055,0
0.0615,-6.003042,238.26,0
0.0616,-6.003042,239.0665,0
0.0617,-6.002397,240.357,0
0.0618,-6.001752,239.228,0
0.0619,-6.002397,239.0665,0
0.062,-6.003042,238.9055,0
0.0621,-6.00272,239.228,0
0.0622,-6.00401,238.9055,0
0.0623,-6.002397,239.0665,0
0.0624,-6.001752,240.1955,0
0.0625,-6.002397,239.228,0
0.0626,-6.003687,238.9055,0
0.0627,-6.003687,239.0665,0
0.0628,-6.002075,239.38899999999998,0
0.0629,-6.002075,239.228,0
0.063,-6.002397,239.228,0
0.0631,-6.001752,240.518,0
0.0632,-6.001107,239.873,0
0.0633,-6.00272,239.38899999999998,0
0.0634,-6.003042,239.0665,0
0.0635,-6.00272,238.9055,0
0.0636,-6.002075,238.744,0
0.0637,-6.00272,239.5505,0
0.0638,-6.002075,240.1955,0
0.0639,-6.002075,239.228,0
0.064,-6.002397,238.744,0
0.0641,-6.00272,238.9055,0
0.0642,-6.003365,239.38899999999998,0
0.0643,-6.002397,238.9055,0
0.0644,-6.00143,239.0665,0
0.0645,-6.001752,240.1955,0
0.0646,-6.00272,239.5505,0
0.0647,-6.002397,239.0665,0
0.0648,-6.00272,239.228,0
0.0649,-6.00272,239.0665,0
0.065,-6.002397,239.0665,0
0.0651,-6.002397,239.228,0
0.0652,-6.002397,240.518,0
0.0653,-6.001752,239.38899999999998,0
0.0654,-6.00272,238.744,0
0.0655,-6.00272,239.228,0
0.0656,-6.00272,239.71200000000002,0
0.0657,-6.002075,239.0665,0
0.0658,-6.002075,239.38899999999998,0
0.0659,-6.002075,240.6795,0
0.066,-6.002397,238.9055,0
0.0661,-6.003365,239.5505,0
0.0662,-6.002397,239.228,0
0.0663,-6.00272,239.228,0
0.0664,-6.002397,239.38899999999998,0
0.0665,-6.002397,239.38899999999998,0
0.0666,-6.002075,240.6795,0
0.0667,-6.002075,239.38899999999998,0
0.0668,-6.00272,239.0665,0
0.0669,-6.002075,239.228,0
0.067,-6.002075,239.228,0
0.0671,-6.001752,239.5505,0
0.0672,-6.001752,239.38899999999998,0
0.0673,-6.00272,240.357,0
0.0674,-6.002397,239.0665,0
0.0675,-6.002397,239.38899999999998,0
0.0676,-6.00272,239.5505,0
0.0677,-6.003042,239.38899999999998,0
0.0678,-6.000139,239.38899999999998,0
0.0679,-6.002075,239.5505,0
0.068,-6.00272,240.1955,0
0.0681,-6.002397,239.38899999999998,0
0.0682,-6.00272,239.5505,0
0.0683,-6.003042,238.9055,0
0.0684,-6.002075,239.5505,0
0.0685,-6.00272,239.71200000000002,0
0.0686,-6.002075,239.228,0
0.0687,-6.00272,240.1955,0
0.0688,-6.002075,238.744,0
0.0689,-6.003042,239.5505,0
0.069,-6.002397,239.873,0
0.0691,-6.002397,239.38899999999998,0
0.0692,-6.002075,239.38899999999998,0
0.0693,-6.002075,239.873,0
0.0694,-6.00272,240.1955,0
0.0695,-6.003042,239.5505,0
0.0696,-6.002397,239.228,0
0.0697,-6.002075,239.228,0
0.0698,-6.00272,239.228,0
0.0699,-6.002075,239.38899999999998,0
0.07,-6.002397,239.38899999999998,0
0.0701,-6.002075,240.1955,0
0.0702,-6.002397,239.5505,0
0.0703,-6.002397,239.38899999999998,0
0.0704,-6.002397,239.38899999999998,0
0.0705,-6.002075,240.0345,0
0.0706,-6.002075,239.71200000000002,0
0.0707,-6.001752,239.71200000000002,0
0.0708,-6.002075,239.873,0
0.0709,-6.002397,239.5505,0
0.071,-6.00272,239.38899999999998,0
0.0711,-6.002075,239.228,0
0.0712,-6.002075,239.0665,0
0.0713,-6.002397,240.0345,0
0.0714,-6.002397,239.873,0
0.0715,-6.00272,239.71200000000002,0
0.0716,-6.00272,239.228,0
0.0717,-6.00272,239.5505,0
0.0718,-6.002075,239.5505,0
0.0719,-6.002397,239.38899999999998,0
0.072,-6.00272,239.5505,0
0.0721,-6.002075,239.71200000000002,0
0.0722,-6.00272,239.5505,0
0.0723,-6.002397,239.38899999999998,0
0.0724,-6.00272,239.0665,0
0.0725,-6.002075,239.5505,0
0.0726,-6.002075,239.38899999999998,0
0.0727,-6.002075,239.5505,0
0.0728,-6.00272,239.0665,0
0.0729,-6.00272,240.1955,0
0.073,-6.002075,239.71200000000002,0
0.0731,-6.002075,239.38899999999998,0
0.0732,-6.002397,240.1955,0
0.0733,-6.00272,239.38899999999998,0
0.0734,-6.002397,239.5505,0
0.0735,-6.001752,239.38899999999998,0
0.0736,-6.002075,239.0665,0
0.0737,-6.002397,239.38899999999998,0
0.0738,-6.00272,239.5505,0
0.0739,-6.001752,240.357,0
0.074,-6.00272,239.38899999999998,0
0.0741,-6.002075,239.71200000000002,0
0.0742,-6.002397,239.71200000000002,0
0.0743,-6.002075,239.228,0
0.0744,-6.002075,239.38899999999998,0
0.0745,-6.002397,239.71200000000002,0
0.0746,-6.002397,239.5505,0
0.0747,-6.001752,239.228,0
0.0748,-6.002075,240.0345,0
0.0749,-6.002075,239.5505,0
0.075,-6.002075,239.228,0
0.0751,-6.001107,239.71200000000002,0
0.0752,-6.002075,239.71200000000002,0
0.0753,-6.002397,239.5505,0
0.0754,-6.002397,239.0665,0
0.0755,-6.002397,239.71200000000002,0
0.0756,-6.003365,238.744,0
0.0757,-6.002075,239.0665,0
0.0758,-6.001752,239.5505,0
0.0759,-6.001752,239.0665,0
0.076,-6.002397,239.5505,0
0.0761,-6.00272,238.9055,0
0.0762,-6.002075,239.873,0
0.0763,-6.002397,239.873,0
0.0764,-6.002397,239.0665,0
0.0765,-6.002397,239.5505,0
0.0766,-6.002397,240.1955,0
0.0767,-6.003042,239.228,0
